"","Admit","Gender","Dept"
"24.160","Rejected","Female","F"
"24.161","Rejected","Female","F"
"24.162","Rejected","Female","F"
"24.163","Rejected","Female","F"
"24.164","Rejected","Female","F"
"24.165","Rejected","Female","F"
"24.166","Rejected","Female","F"
"24.167","Rejected","Female","F"
"24.168","Rejected","Female","F"
"24.169","Rejected","Female","F"
"24.170","Rejected","Female","F"
"24.171","Rejected","Female","F"
"24.172","Rejected","Female","F"
"24.173","Rejected","Female","F"
"24.174","Rejected","Female","F"
"24.175","Rejected","Female","F"
"24.176","Rejected","Female","F"
"24.177","Rejected","Female","F"
"24.178","Rejected","Female","F"
"24.179","Rejected","Female","F"
"24.180","Rejected","Female","F"
"24.181","Rejected","Female","F"
"24.182","Rejected","Female","F"
"24.183","Rejected","Female","F"
"24.184","Rejected","Female","F"
"24.185","Rejected","Female","F"
"24.186","Rejected","Female","F"
"24.187","Rejected","Female","F"
"24.188","Rejected","Female","F"
"24.189","Rejected","Female","F"
"24.190","Rejected","Female","F"
"24.191","Rejected","Female","F"
"24.192","Rejected","Female","F"
"24.193","Rejected","Female","F"
"24.194","Rejected","Female","F"
"24.195","Rejected","Female","F"
"24.196","Rejected","Female","F"
"24.197","Rejected","Female","F"
"24.198","Rejected","Female","F"
"24.199","Rejected","Female","F"
"24.200","Rejected","Female","F"
"24.201","Rejected","Female","F"
"24.202","Rejected","Female","F"
"24.203","Rejected","Female","F"
"24.204","Rejected","Female","F"
"24.205","Rejected","Female","F"
"24.206","Rejected","Female","F"
"24.207","Rejected","Female","F"
"24.208","Rejected","Female","F"
"24.209","Rejected","Female","F"
"24.210","Rejected","Female","F"
"24.211","Rejected","Female","F"
"24.212","Rejected","Female","F"
"24.213","Rejected","Female","F"
"24.214","Rejected","Female","F"
"24.215","Rejected","Female","F"
"24.216","Rejected","Female","F"
"24.217","Rejected","Female","F"
"24.218","Rejected","Female","F"
"24.219","Rejected","Female","F"
"24.220","Rejected","Female","F"
"24.221","Rejected","Female","F"
"24.222","Rejected","Female","F"
"24.223","Rejected","Female","F"
"24.224","Rejected","Female","F"
"24.225","Rejected","Female","F"
"24.226","Rejected","Female","F"
"24.227","Rejected","Female","F"
"24.228","Rejected","Female","F"
"24.229","Rejected","Female","F"
"24.230","Rejected","Female","F"
"24.231","Rejected","Female","F"
"24.232","Rejected","Female","F"
"24.233","Rejected","Female","F"
"24.234","Rejected","Female","F"
"24.235","Rejected","Female","F"
"24.236","Rejected","Female","F"
"24.237","Rejected","Female","F"
"24.238","Rejected","Female","F"
"24.239","Rejected","Female","F"
"24.240","Rejected","Female","F"
"24.241","Rejected","Female","F"
"24.242","Rejected","Female","F"
"24.243","Rejected","Female","F"
"24.244","Rejected","Female","F"
"24.245","Rejected","Female","F"
"24.246","Rejected","Female","F"
"24.247","Rejected","Female","F"
"24.248","Rejected","Female","F"
"24.249","Rejected","Female","F"
"24.250","Rejected","Female","F"
"24.251","Rejected","Female","F"
"24.252","Rejected","Female","F"
"24.253","Rejected","Female","F"
"24.254","Rejected","Female","F"
"24.255","Rejected","Female","F"
"24.256","Rejected","Female","F"
"24.257","Rejected","Female","F"
"24.258","Rejected","Female","F"
"24.259","Rejected","Female","F"
"24.260","Rejected","Female","F"
"24.261","Rejected","Female","F"
"24.262","Rejected","Female","F"
"24.263","Rejected","Female","F"
"24.264","Rejected","Female","F"
"24.265","Rejected","Female","F"
"24.266","Rejected","Female","F"
"24.267","Rejected","Female","F"
"24.268","Rejected","Female","F"
"24.269","Rejected","Female","F"
"24.270","Rejected","Female","F"
"24.271","Rejected","Female","F"
"24.272","Rejected","Female","F"
"24.273","Rejected","Female","F"
"24.274","Rejected","Female","F"
"24.275","Rejected","Female","F"
"24.276","Rejected","Female","F"
"24.277","Rejected","Female","F"
"24.278","Rejected","Female","F"
"24.279","Rejected","Female","F"
"24.280","Rejected","Female","F"
"24.281","Rejected","Female","F"
"24.282","Rejected","Female","F"
"24.283","Rejected","Female","F"
"24.284","Rejected","Female","F"
"24.285","Rejected","Female","F"
"24.286","Rejected","Female","F"
"24.287","Rejected","Female","F"
"24.288","Rejected","Female","F"
"24.289","Rejected","Female","F"
"24.290","Rejected","Female","F"
"24.291","Rejected","Female","F"
"24.292","Rejected","Female","F"
"24.293","Rejected","Female","F"
"24.294","Rejected","Female","F"
"24.295","Rejected","Female","F"
"24.296","Rejected","Female","F"
"24.297","Rejected","Female","F"
"24.298","Rejected","Female","F"
"24.299","Rejected","Female","F"
"24.300","Rejected","Female","F"
"24.301","Rejected","Female","F"
"24.302","Rejected","Female","F"
"24.303","Rejected","Female","F"
"24.304","Rejected","Female","F"
"24.305","Rejected","Female","F"
"24.306","Rejected","Female","F"
"24.307","Rejected","Female","F"
"24.308","Rejected","Female","F"
"24.309","Rejected","Female","F"
"24.310","Rejected","Female","F"
"24.311","Rejected","Female","F"
"24.312","Rejected","Female","F"
"24.313","Rejected","Female","F"
"24.314","Rejected","Female","F"
"24.315","Rejected","Female","F"
"24.316","Rejected","Female","F"
